,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
59221,313 - CHEST PAIN,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,29,27987.28,5105.97,3706.21
59222,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,24,50974.63,15315.79,12725.29
59223,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,15,123839.67,39274.13,32159.2
59224,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,26,79269.92,20724.12,17375.5
59225,336 - PERITONEAL ADHESIOLYSIS W CC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,11,36193.91,19040.36,15551.18
59226,371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,12,57907.08,14689.0,12876.92
59227,375 - DIGESTIVE MALIGNANCY W CC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,12,60492.75,11036.17,8684.92
59228,377 - G.I. HEMORRHAGE W MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,29,74061.76,15138.69,12956.07
59229,378 - G.I. HEMORRHAGE W CC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,95,42964.88,8546.54,6401.15
59230,379 - G.I. HEMORRHAGE W/O CC/MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,12,32861.42,5959.42,4393.58
59231,389 - G.I. OBSTRUCTION W CC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,25,39505.48,7689.0,5703.0
59232,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,17,55830.53,10456.24,8393.76
59233,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,109,36856.14,6492.6,4565.04
59234,393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,12,57152.25,14177.42,10513.0
59235,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,19,39879.95,8137.16,6668.84
59236,395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,11,30228.27,5600.55,3903.09
59237,417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,11,73394.64,20333.45,18076.0
59238,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,12,65721.58,13728.67,11518.17
59239,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,12,45714.08,9963.42,8337.5
59240,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,112,50333.58,17313.95,14707.13
59241,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,63,53537.59,15600.81,13398.83
59242,"493 - LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC",310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,12,55877.75,16019.25,12808.33
59243,536 - FRACTURES OF HIP & PELVIS W/O MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,24,32146.42,6225.54,4467.0
59244,543 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,17,34517.88,9003.35,7251.94
59245,552 - MEDICAL BACK PROBLEMS W/O MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,25,39095.48,7280.08,5372.56
59246,"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,12,30936.67,7157.0,5281.92
59247,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,20,30631.85,6686.2,4295.2
59248,602 - CELLULITIS W MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,16,41723.0,12100.0,10042.38
59249,603 - CELLULITIS W/O MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,68,30512.07,7363.03,5364.09
59250,621 - O.R. PROCEDURES FOR OBESITY W/O CC/MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,16,34341.38,12556.69,10270.06
59251,638 - DIABETES W CC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,23,29689.22,6934.17,5462.78
59252,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,38,44609.92,9649.74,7649.89
59253,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,89,35466.98,6341.08,4405.42
59254,669 - TRANSURETHRAL PROCEDURES W CC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,12,38736.58,10411.25,8496.83
59255,682 - RENAL FAILURE W MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,38,49981.5,12539.92,10797.66
59256,683 - RENAL FAILURE W CC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,53,45896.75,8401.36,6311.75
59257,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,24,50442.33,9815.5,7657.58
59258,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,54,33044.54,6739.44,4952.54
59259,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,16,55565.38,13003.19,11313.13
59260,811 - RED BLOOD CELL DISORDERS W MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,22,48543.05,10653.36,8867.77
59261,812 - RED BLOOD CELL DISORDERS W/O MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,44,38589.55,6911.57,5145.75
59262,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,29,142246.21,40453.79,37023.31
59263,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,23,189788.22,43180.04,39531.17
59264,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,235,65535.89,15488.94,13187.05
59265,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,79,41376.25,9123.99,7129.73
59266,947 - SIGNS & SYMPTOMS W MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,12,36124.67,9214.58,7894.92
59267,948 - SIGNS & SYMPTOMS W/O MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,23,34375.74,6053.39,4382.91
59268,981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,11,250777.73,46264.64,41745.45
59269,982 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,7042,NJ - Newark,11,68848.0,20115.55,18222.27
59270,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,17,94304.71,10266.41,9202.94
59271,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,19,69725.79,6573.58,5430.0
59272,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,16,82707.13,8257.25,7429.31
59273,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,34,88183.62,7137.47,6194.44
59274,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,22,56315.64,5739.77,4912.14
59275,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,12,39471.17,4379.42,3470.08
59276,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,27,87293.56,9606.26,7886.89
59277,194 - SIMPLE PNEUMONIA & PLEURISY W CC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,32,66287.78,6004.03,5099.03
59278,253 - OTHER VASCULAR PROCEDURES W CC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,12,151114.75,16276.0,15972.0
59279,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,53,81847.45,9527.91,8661.49
59280,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,20,55223.65,5781.0,4873.8
59281,291 - HEART FAILURE & SHOCK W MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,82,95605.91,9546.71,8758.02
59282,292 - HEART FAILURE & SHOCK W CC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,61,66145.84,6030.9,5108.43
59283,293 - HEART FAILURE & SHOCK W/O CC/MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,11,51784.64,4693.73,2728.09
59284,300 - PERIPHERAL VASCULAR DISORDERS W CC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,16,81076.63,6025.81,5421.81
59285,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,27,73819.3,7418.41,6700.19
59286,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,20,46244.45,4713.5,3748.7
59287,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,12,39197.17,3649.25,1952.5
59288,312 - SYNCOPE & COLLAPSE,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,15,64050.53,4447.67,3402.33
59289,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,11,165169.27,30450.64,29685.55
59290,377 - G.I. HEMORRHAGE W MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,15,79992.33,10697.93,9812.6
59291,378 - G.I. HEMORRHAGE W CC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,44,63168.7,6123.3,5244.75
59292,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,23,55125.61,5213.74,3506.7
59293,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,11,83366.0,10149.09,9049.45
59294,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,15,114871.4,20245.53,18190.07
59295,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,88,70110.17,13041.15,11616.1
59296,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,23,81485.48,12425.74,10393.04
59297,602 - CELLULITIS W MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,14,92174.86,9151.5,8294.36
59298,603 - CELLULITIS W/O MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,67,57797.52,5208.0,4124.76
59299,638 - DIABETES W CC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,11,46801.82,5072.0,4196.36
59300,682 - RENAL FAILURE W MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,28,74610.93,9016.82,8086.82
59301,683 - RENAL FAILURE W CC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,23,66775.52,5765.96,4876.91
59302,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,18,68374.89,6676.06,6005.83
59303,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,22,57017.59,4715.0,3888.82
59304,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,12,77404.83,8946.5,8141.17
59305,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,19,262243.84,34484.58,33136.42
59306,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,178,98539.81,12291.58,11133.88
59307,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,43,64179.72,6771.81,5533.81
65587,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,13,157399.85,30865.62,28978.15
65588,054 - NERVOUS SYSTEM NEOPLASMS W MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,11,64131.82,9740.64,8840.91
65589,056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,11,56891.36,11953.09,10643.73
65590,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,31,32311.65,7073.1,5844.52
65591,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,53,66693.36,12686.72,10918.81
65592,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,62,46153.19,7872.42,6255.27
65593,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,32,33602.13,5552.63,4183.88
65594,069 - TRANSIENT ISCHEMIA,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,48,30813.08,5090.69,3883.42
65595,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,14,97133.57,16889.93,11528.5
65596,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,19,41914.21,8387.63,6642.58
65597,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,19,27887.11,5313.95,4012.79
65598,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,11,46829.36,10297.0,9420.64
65599,093 - OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,11,34072.45,4915.18,3618.82
65600,101 - SEIZURES W/O MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,48,33135.56,5606.83,4349.08
65601,149 - DYSEQUILIBRIUM,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,18,31090.67,4575.67,3238.06
65602,164 - MAJOR CHEST PROCEDURES W CC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,14,93397.36,18735.86,17173.07
65603,166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,14,121560.5,26344.57,24455.14
65604,176 - PULMONARY EMBOLISM W/O MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,13,42389.46,7121.54,6036.46
65605,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,65,78070.06,14389.05,12990.83
65606,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,42,53143.38,10038.43,8684.93
65607,179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,12,36579.42,7041.75,5766.08
65608,180 - RESPIRATORY NEOPLASMS W MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,13,87139.92,13503.69,11969.46
65609,181 - RESPIRATORY NEOPLASMS W CC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,16,55812.0,8637.06,7545.06
65610,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,18,52867.33,8954.39,7733.17
65611,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,129,47943.57,8667.39,7379.07
65612,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,73,41218.9,6998.33,5333.62
65613,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,42,30902.5,5251.02,3856.45
65614,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,69,59925.94,10713.09,9076.51
65615,194 - SIMPLE PNEUMONIA & PLEURISY W CC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,73,40938.59,7320.14,5640.95
65616,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,39,28009.82,5409.59,3698.05
65617,202 - BRONCHITIS & ASTHMA W CC/MCC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,30,41132.63,6523.2,4937.4
